DEPT    .M ,RMG     .none ,RMN     .none   ,RMN-RMG,CAL     .none ,SP      .none,GR      .none,HAC     .non,BHC     .none,DEN     .none 
934.379,6.382,8.689,2.307,21.156,77.478,88.912,326.923,337.019,2.23
934.429,6.524,9.197,2.673,21.109,77.51,88.142,326.923,338.034,2.215
934.479,7.604,10.526,2.922,21.041,77.413,88.527,337.07,341.559,2.205
934.529,8.587,11.605,3.018,20.996,77.022,88.623,337.073,343.001,2.208
934.579,8.865,12.018,3.153,20.995,76.925,89.779,334.722,340.971,2.212
934.629,9.09,12.249,3.159,21.01,77.413,91.029,334.72,338.461,2.215
934.679,8.791,11.899,3.108,21.049,78.292,92.184,322.544,333.173,2.21
934.729,7.856,10.58,2.724,21.137,79.333,93.049,322.543,331.251,2.202
934.779,6.908,8.996,2.088,21.231,80.114,93.05,320.834,330.342,2.2
934.829,5.915,8.133,2.218,21.259,80.375,92.664,320.842,330.717,2.196
934.879,6.27,9.089,2.819,21.192,80.31,91.606,341.774,333.494,2.198
934.929,8.325,11.569,3.244,21.104,80.212,91.991,341.774,335.043,2.203
934.979,9.684,13.023,3.339,21.108,80.472,93.146,322.335,333.814,2.212
935.029,9.24,11.906,2.666,21.242,81.286,93.242,322.329,327.835,2.223
935.079,7.514,9.368,1.854,21.447,82.459,92.761,309.295,325.641,2.236
935.129,5.835,7.393,1.558,21.598,83.5,93.05,309.298,324.787,2.245
935.179,5.012,6.526,1.514,21.608,83.663,94.589,328.204,326.549,2.225
935.229,4.849,6.7,1.851,21.485,82.849,96.032,328.205,328.525,2.195
935.279,5.982,8.653,2.671,21.301,81.482,96.514,341.446,332.37,2.153
935.329,8.056,11.064,3.008,21.162,80.049,96.225,341.451,334.082,2.119
935.379,8.848,11.475,2.627,21.103,78.942,95.07,336.325,335.951,2.098
935.429,8.311,11.135,2.824,21.094,78.161,92.954,336.325,336.004,2.101
935.479,8.157,11.274,3.117,21.112,77.608,91.511,334.723,334.562,2.113
935.529,8.289,11.246,2.957,21.14,76.99,89.683,334.722,333.868,2.119
935.579,8.224,11.306,3.082,21.166,76.208,88.43,335.791,333.708,2.12
935.629,8.23,11.624,3.394,21.186,75.85,87.469,335.792,334.723,2.115
935.679,8.625,12.356,3.731,21.2,75.98,86.795,342.948,337.286,2.115
935.729,9.211,13.425,4.214,21.205,75.915,85.545,342.949,338.354,2.122
935.779,9.163,13.265,4.102,21.19,75.623,84.775,339.959,340.704,2.124
935.829,8.364,11.488,3.124,21.143,75.329,83.331,339.957,342.789,2.118
935.879,7.979,11.071,3.092,21.08,74.743,82.272,340.278,343.59,2.104
935.929,8.73,12.592,3.862,21.038,73.93,80.637,340.278,344.979,2.08
935.979,9.42,13.569,4.149,21.026,73.246,79.001,343.802,344.124,2.053
936.029,9.622,13.933,4.311,21.028,72.693,77.366,343.803,342.789,2.03
936.079,9.795,14.411,4.616,21.021,72.302,76.306,347.756,341.827,2.017
936.129,9.68,14.473,4.793,20.983,72.009,76.018,347.755,342.735,2.021
936.179,9.367,14.12,4.753,20.93,71.651,76.691,340.385,344.284,2.034
936.229,9.234,13.674,4.44,20.879,71.228,78.038,340.385,344.338,2.059
936.279,9.124,13.01,3.886,20.826,70.87,79.289,336.968,342.629,2.071
936.329,9.005,12.847,3.842,20.79,70.642,80.734,336.966,341.452,2.086
936.379,9.397,13.276,3.879,20.781,70.414,82.561,338.462,338.622,2.087
936.429,9.719,13.331,3.612,20.786,70.024,83.427,338.462,337.714,2.089
936.479,9.345,12.971,3.626,20.781,69.633,83.812,337.394,336.272,2.09
936.529,8.978,12.742,3.764,20.752,69.568,83.235,337.393,335.951,2.09
936.579,9.014,12.838,3.824,20.713,69.47,82.85,335.363,335.256,2.091
936.629,9.151,12.961,3.81,20.701,69.21,82.754,335.362,334.135,2.095
936.679,9.187,13.008,3.821,20.743,69.08,82.85,330.022,333.6,2.107
936.729,9.168,12.939,3.771,20.813,68.982,83.812,330.021,331.838,2.124
936.779,9,12.768,3.768,20.866,68.754,84.389,330.662,330.61,2.138
936.829,8.677,12.579,3.902,20.866,68.168,85.448,330.661,329.059,2.148
936.879,8.527,12.361,3.834,20.812,67.517,85.929,327.137,327.243,2.148
936.929,8.572,12.298,3.726,20.745,67.354,85.929,327.137,326.656,2.147
936.979,8.627,12.365,3.738,20.713,67.42,85.544,323.933,325.802,2.149
937.029,8.586,12.352,3.766,20.731,67.387,85.64,323.932,325.961,2.148
937.079,8.474,12.217,3.743,20.787,67.354,86.41,324.68,325.855,2.149
937.129,8.428,12.127,3.699,20.856,67.354,86.506,324.68,325.801,2.139
937.179,8.421,12.129,3.708,20.904,67.354,86.41,325,325.855,2.133
937.229,8.257,11.833,3.576,20.92,67.224,85.833,325,326.175,2.119
937.279,7.932,11.279,3.347,20.911,66.964,85.737,325,327.029,2.102
937.329,7.783,11.169,3.386,20.883,66.768,85.737,325.003,327.885,2.091
937.379,8.131,11.969,3.838,20.842,66.573,86.218,333.013,329.113,2.094
937.429,8.75,13.085,4.335,20.82,66.345,85.737,333.013,330.235,2.103
937.479,9.063,13.509,4.446,20.834,65.955,84.775,338.78,330.342,2.118
937.529,8.915,13.203,4.288,20.854,65.434,84.486,338.782,331.463,2.128
937.579,8.417,12.566,4.149,20.85,65.304,85.256,341.987,331.624,2.136
937.629,7.788,11.868,4.08,20.814,65.597,87.18,341.985,330.983,2.138
937.679,7.388,11.088,3.7,20.778,65.727,89.393,330.129,329.113,2.141
937.729,7.144,10.402,3.258,20.776,65.564,91.509,330.128,328.739,2.139
937.779,6.998,10.597,3.599,20.798,65.499,92.76,328.633,329.914,2.139
937.829,7.449,11.57,4.121,20.821,65.467,94.59,328.634,330.983,2.14
937.879,8.274,12.523,4.249,20.847,65.499,97.091,332.906,331.517,2.14
937.929,8.848,13.003,4.155,20.88,65.727,98.727,332.906,331.036,2.142
937.979,9.023,12.948,3.925,20.906,65.955,100.459,329.275,329.968,2.147
938.029,8.575,12.462,3.887,20.921,66.085,101.709,329.273,329.861,2.149
938.079,7.827,11.666,3.839,20.917,66.183,102.48,326.389,330.342,2.152
938.129,7.7,11.407,3.707,20.901,66.313,102.672,326.389,330.449,2.151
938.179,8.025,11.746,3.721,20.895,66.28,103.923,324.252,330.342,2.139
938.229,8.058,11.773,3.715,20.904,66.15,105.077,324.252,330.342,2.126
938.279,7.958,11.615,3.657,20.92,66.02,107.097,326.174,330.555,2.109
938.329,8.235,11.859,3.624,20.928,65.955,109.024,326.178,330.716,2.099
938.379,8.654,12.262,3.608,20.93,66.15,110.371,333.44,330.395,2.101
938.429,8.804,12.476,3.672,20.937,66.215,112.487,333.44,330.609,2.115
938.479,9.013,12.853,3.84,20.966,66.118,116.239,336.751,330.876,2.133
938.529,9.301,13.038,3.737,21.032,66.378,120.952,336.752,331.09,2.154
938.579,9.217,12.615,3.398,21.148,66.899,125.382,326.923,330.128,2.176
938.629,8.763,11.783,3.02,21.292,67.452,127.98,326.922,329.327,2.189
938.679,7.827,10.466,2.639,21.367,67.875,129.038,319.445,328.846,2.18
938.729,6.726,9.548,2.822,21.319,67.875,128.653,319.444,329.807,2.165
938.779,6.684,9.828,3.144,21.195,67.517,127.307,330.229,334.025,2.14
938.829,7.772,10.947,3.175,21.086,67.126,124.513,330.243,336.968,2.118
938.879,8.981,12.558,3.577,21.037,66.801,119.607,350.107,341.4,2.089
938.929,9.626,13.845,4.219,21.021,66.476,113.354,350.107,343.216,2.058
938.979,9.955,14.555,4.6,21.007,66.118,106.523,353.525,345.352,2.024
939.029,10.266,14.921,4.655,20.989,65.727,101.713,353.526,347.114,2.003
939.079,10.29,14.9,4.61,20.971,65.499,96.994,355.021,348.131,1.989
939.129,10.105,14.911,4.806,20.95,65.499,94.012,355.022,350.214,1.984
939.179,9.996,15.133,5.137,20.921,65.532,91.895,358.76,353.579,1.986
939.229,10.479,15.476,4.997,20.901,65.564,91.414,358.761,355.769,1.995
939.279,11.299,15.797,4.498,20.902,65.662,94.107,359.401,358.012,2.007
939.329,11.533,15.851,4.318,20.912,65.727,100.077,359.402,358.012,2.016
939.379,11.306,15.564,4.258,20.911,66.053,106.811,359.402,356.517,2.027
939.429,10.892,15.071,4.179,20.892,66.769,112.968,359.402,355.662,2.043
939.479,10.31,14.555,4.245,20.874,67.387,118.932,358.761,354.488,2.058
939.529,9.952,14.03,4.078,20.867,67.875,123.454,358.761,352.779,2.085
939.579,9.968,13.848,3.88,20.867,68.429,127.115,350.962,346.847,2.114
939.629,10.037,14.128,4.091,20.869,69.21,130.674,350.959,344.07,2.15
939.679,10.102,14.167,4.065,20.884,70.382,131.732,336.967,340.278,2.192
939.729,10.12,13.758,3.638,20.926,71.911,131.155,336.966,338.943,2.231
939.779,9.824,13.035,3.211,21.014,73.961,130.77,328.424,335.899,2.269
939.829,8.836,11.132,2.296,21.151,76.372,131.251,328.413,329.378,2.289
939.879,6.704,7.996,1.292,21.284,78.324,131.828,315.598,324.357,2.295
939.929,4.547,5.711,1.164,21.345,79.236,131.636,315.598,314.531,2.29
939.979,4.05,5.457,1.407,21.305,79.073,130.001,309.938,307.748,2.293
940.029,4.943,6.524,1.581,21.201,78.26,129.808,309.936,305.557,2.299
940.079,6.216,8.207,1.991,21.094,77.445,129.808,309.615,301.655,2.31
940.129,7.378,9.814,2.436,21.041,77.152,129.904,309.612,300.053,2.324
940.179,7.886,10.269,2.383,21.074,77.543,128.076,291.882,298.558,2.341
940.229,7.603,9.535,1.932,21.167,78.454,126.344,291.88,297.81,2.358
940.279,7.152,8.672,1.52,21.242,79.56,124.516,291.133,296.208,2.371
940.329,6.621,7.98,1.359,21.257,80.603,121.338,291.139,296.582,2.384
940.379,5.801,7.134,1.333,21.266,81.384,117.49,305.449,297.489,2.386
940.429,4.92,6.259,1.339,21.304,81.775,114.797,305.449,297.596,2.379
940.479,4.616,6.113,1.497,21.329,82.035,112.584,314.314,298.824,2.367
940.529,5.406,6.853,1.447,21.313,82.458,110.756,314.316,299.839,2.351
940.579,6.397,7.361,0.964,21.288,82.784,109.119,313.675,302.084,2.335
940.629,5.964,6.853,0.889,21.288,82.784,109.023,313.676,304.167,2.32
940.679,4.813,6.186,1.373,21.271,82.393,110.851,317.628,305.502,2.31
940.729,4.968,6.664,1.696,21.199,81.645,111.429,317.628,310.896,2.303
940.779,6.186,8.04,1.854,21.122,81.059,109.89,324.035,316.29,2.294
940.829,7.474,9.2,1.726,21.105,80.994,107.868,324.039,317.363,2.287
940.879,7.472,8.941,1.469,21.151,81.417,107.291,324.466,321.528,2.275
940.929,6.593,7.897,1.304,21.205,81.97,107.483,324.466,323.504,2.271
940.979,6.461,7.337,0.876,21.234,82.523,107.868,329.699,326.975,2.277
941.029,5.736,6.397,0.661,21.254,83.337,107.868,329.701,329.165,2.289
941.079,4.789,5.534,0.745,21.273,84.281,109.12,329.487,333.013,2.31
941.129,5.009,5.637,0.628,21.291,85.193,111.141,329.487,334.402,2.335
941.179,5.347,5.758,0.411,21.305,85.843,113.93,329.808,335.63,2.349
941.229,4.833,5.204,0.371,21.304,86.136,114.989,329.808,335.043,2.352
941.279,3.922,4.363,0.441,21.284,86.397,116.239,335.04,334.295,2.34
941.329,3.564,3.982,0.418,21.267,86.625,115.854,335.04,334.455,2.334
941.379,3.867,4.198,0.331,21.272,86.885,114.219,329.167,334.134,2.331
941.429,4.457,4.849,0.392,21.293,87.243,111.718,329.167,332.051,2.332
941.479,4.642,5.453,0.811,21.315,87.503,109.505,321.584,331.25,2.331
941.529,4.573,5.674,1.101,21.334,87.666,108.062,321.581,328.794,2.328
941.579,5.157,5.972,0.815,21.355,87.829,107.194,322.543,328.419,2.335
941.629,5.302,5.891,0.589,21.376,88.024,105.944,322.544,329.007,2.341
941.679,4.444,5.19,0.746,21.383,88.155,104.693,327.35,331.624,2.352
941.729,4.092,4.839,0.747,21.38,88.48,105.943,327.35,334.508,2.358
941.779,4.139,4.775,0.636,21.381,89.001,107.771,326.389,337.552,2.365
941.829,3.901,4.677,0.776,21.399,89.229,109.408,326.391,337.501,2.37
941.879,3.83,4.72,0.89,21.438,89.196,110.178,332.265,340.064,2.368
941.929,3.785,4.592,0.807,21.502,89.326,110.082,332.265,341.72,2.356
941.979,3.393,4.063,0.67,21.574,89.717,109.697,346.15,343.429,2.338
942.029,2.954,3.581,0.627,21.602,89.912,109.12,346.154,344.337,2.311
942.079,2.846,3.554,0.708,21.555,89.619,109.215,357.906,343.589,2.287
942.129,2.881,3.602,0.721,21.475,88.838,108.061,357.905,342.574,2.267
942.179,2.828,3.638,0.81,21.386,87.601,106.329,351.389,339.957,2.258
942.229,3.329,4.59,1.261,21.25,86.007,103.828,351.389,337.768,2.255
942.279,5.113,6.899,1.786,21.087,84.38,102.096,340.711,337.233,2.264
942.329,6.697,8.926,2.229,20.964,83.337,101.037,340.699,336.699,2.279
942.379,6.868,9.289,2.421,20.919,83.012,101.325,326.923,336.806,2.289
942.429,6.907,8.941,2.034,20.943,83.044,102.383,326.923,337.073,2.298
942.479,6.485,8.1,1.615,21.034,83.174,102.961,335.895,337.713,2.298
942.529,5.349,6.869,1.52,21.128,83.207,101.999,335.897,338.728,2.298
942.579,4.819,6.452,1.633,21.102,83.142,100.844,341.774,341.293,2.297
942.629,5.454,7.448,1.994,20.961,83.044,100.17,341.771,341.506,2.299
942.679,6.786,9.079,2.293,20.836,83.207,100.748,325.215,339.156,2.306
942.729,7.617,10.05,2.433,20.827,84.118,101.517,325.214,338.462,2.312
942.779,7.942,10.012,2.07,20.899,85.42,102.575,325,340.437,2.309
942.829,7.38,8.474,1.094,20.969,86.56,103.25,325.005,341.667,2.3
942.879,5.428,6.143,0.715,21.019,87.243,103.538,337.821,342.04,2.29
942.929,4.095,5.118,1.023,21.052,87.211,104.5,337.821,340.011,2.287
942.979,4.366,5.721,1.355,21.09,86.853,106.136,333.335,334.884,2.29
943.029,5.597,7.109,1.512,21.142,86.625,110.464,333.333,327.194,2.307
943.079,6.769,8.08,1.311,21.204,86.788,116.918,333.227,321.256,2.335
943.129,6.301,7.564,1.263,21.26,87.341,127.981,333.226,310.736,2.369
943.179,5.164,6.521,1.357,21.297,87.992,139.045,330.876,301.39,2.402
943.229,5.401,6.291,0.89,21.323,88.61,149.338,330.876,295.782,2.445
943.279,5.751,6.459,0.708,21.357,89.131,157.805,300.978,282.86,2.497
943.329,6.488,7.041,0.553,21.399,89.717,164.547,300.947,277.026,2.544
943.379,7.57,7.655,0.085,21.441,90.368,169.742,266.346,267.36,2.568
943.429,8.111,9.869,1.758,21.474,90.759,173.205,266.346,263.675,2.571
943.479,11.807,14.693,2.886,21.482,90.954,175.899,228.431,260.738,2.556
943.529,14.629,16.25,1.621,21.47,91.182,176.765,228.419,261.218,2.532
943.579,11.605,13.011,1.406,21.442,91.345,174.453,234.722,263.088,2.502
943.629,8.502,10.322,1.82,21.388,91.41,167.526,234.723,263.676,2.478
943.679,10.98,11.865,0.885,21.331,91.41,158.483,237.286,266.346,2.457
943.729,14.021,13.263,-0.758,21.312,91.377,149.344,237.286,269.337,2.429
943.779,10.262,9.656,-0.606,21.337,91.442,140.974,298.15,275.638,2.398
943.829,5.139,5.81,0.671,21.374,91.572,134.135,298.198,281.839,2.365
943.879,3.474,4.463,0.989,21.389,91.67,127.978,332.906,284.723,2.334
943.929,3.15,4.13,0.98,21.357,91.507,122.591,332.906,288.034,2.307
943.979,3.515,4.653,1.138,21.277,90.954,118.551,330.343,293.161,2.288
944.029,4.24,5.512,1.272,21.202,90.206,116.722,330.342,298.021,2.283
944.079,5.006,6.139,1.133,21.167,89.489,116.913,328.846,307.801,2.288
944.129,5.504,6.436,0.932,21.177,88.968,116.625,328.846,312.181,2.306
944.179,5.224,6.255,1.031,21.234,88.74,115.951,325.321,323.183,2.317
944.229,5.021,5.953,0.932,21.294,88.903,115.278,325.321,328.043,2.322
944.279,5.246,5.762,0.516,21.327,89.424,115.759,332.795,334.558,2.322
944.329,4.643,5.018,0.375,21.354,89.912,117.299,332.804,335.311,2.316
944.379,3.697,4.117,0.42,21.364,90.336,119.801,344.017,338.248,2.308
944.429,3.47,3.811,0.341,21.354,90.856,121.532,344.017,340.171,2.303
944.479,3.443,3.724,0.281,21.347,91.149,120.378,336.22,346.419,2.301
944.529,3.302,3.76,0.458,21.347,91.149,118.935,336.218,351.226,2.301
944.579,3.638,4.11,0.472,21.352,91.117,118.454,336.752,354.918,2.303
944.629,3.956,4.213,0.257,21.359,91.117,121.245,336.753,362.5,2.304
944.679,3.598,3.919,0.321,21.364,90.987,126.343,341.132,363.088,2.306
944.729,3.514,3.841,0.327,21.375,90.824,131.442,341.133,358.922,2.316
944.779,3.644,3.847,0.203,21.406,90.824,135.867,343.909,353.956,2.32
944.829,3.517,3.741,0.224,21.451,90.824,139.143,343.911,352.348,2.328
944.879,3.689,3.811,0.122,21.488,90.726,142.799,346.368,347.595,2.337
944.929,3.943,3.747,-0.196,21.524,90.661,148.09,346.368,343.376,2.331
944.979,3.645,3.457,-0.188,21.579,90.759,152.708,337.823,336.594,2.333
945.029,3.068,3.576,0.508,21.636,90.954,156.364,337.821,334.083,2.334
945.079,3.217,4.271,1.054,21.652,91.28,157.424,316.026,329.486,2.35
945.129,4.085,4.92,0.835,21.629,91.507,156.847,316.026,327.458,2.363
945.179,4.341,4.781,0.44,21.587,91.507,155.789,316.88,329.594,2.368
945.229,3.45,3.865,0.415,21.568,91.637,153.576,316.88,331.837,2.364
945.279,2.894,3.254,0.36,21.594,91.93,150.017,343.895,335.094,2.36
945.329,3.028,3.153,0.125,21.599,92.256,145.49,343.906,334.668,2.357
945.379,2.722,3.05,0.328,21.562,92.288,139.814,333.761,331.997,2.366
945.429,2.532,3.249,0.717,21.515,92.028,133.657,333.761,327.404,2.375
945.479,3.558,4.106,0.548,21.464,91.833,127.308,310.691,324.894,2.388
945.529,4.97,5.346,0.376,21.437,91.833,121.824,310.684,322.918,2.394
945.579,4.834,5.563,0.729,21.437,91.898,116.912,323.611,325.161,2.387
945.629,3.788,4.818,1.03,21.47,91.67,113.257,323.613,326.603,2.375
945.679,3.647,4.666,1.019,21.541,91.312,111.814,334.935,329.647,2.358
945.729,3.828,4.779,0.951,21.6,91.214,111.044,334.936,330.448,2.336
945.779,3.677,4.62,0.943,21.613,91.117,110.274,334.616,330.342,2.319
945.829,3.652,4.634,0.982,21.58,90.563,109.119,334.614,328.471,2.302
945.879,3.87,5.067,1.197,21.521,89.717,108.253,330.983,324.947,2.285
945.929,4.751,6.227,1.476,21.448,88.838,107.676,330.983,324.68,2.271
945.979,5.917,7.659,1.742,21.357,87.862,107.003,335.576,327.296,2.258
946.029,6.216,8.397,2.181,21.269,86.983,105.56,335.577,328.472,2.246
946.079,6.566,9.02,2.454,21.23,86.397,103.923,331.517,329.006,2.239
946.129,7.404,9.57,2.166,21.26,86.104,102.576,331.517,328.365,2.239
946.179,7.096,8.681,1.585,21.344,86.332,102.768,333.333,328.9,2.251
946.229,5.696,6.917,1.221,21.422,86.885,103.827,333.333,334.453,2.278
946.279,4.761,5.909,1.148,21.455,87.21,105.366,325.218,336.11,2.31
946.329,4.67,5.846,1.176,21.45,87.406,106.907,325.207,335.523,2.332
946.379,4.608,5.877,1.269,21.432,87.764,109.312,309.188,333.226,2.332
946.429,4.271,5.522,1.251,21.443,88.35,111.525,309.188,331.143,2.308
946.479,4.081,5.186,1.105,21.475,88.805,112.487,317.519,330.449,2.273
946.529,3.88,5.051,1.171,21.452,88.513,110.756,317.521,331.944,2.241
946.579,3.693,5.24,1.547,21.343,87.34,108.252,340.171,335.684,2.209
946.629,4.367,6.346,1.979,21.164,85.68,105.559,340.173,335.684,2.187
946.679,5.603,7.837,2.234,20.989,83.988,102.961,352.136,334.722,2.169
946.729,6.251,8.677,2.426,20.923,82.719,100.075,352.137,333.921,2.169
946.779,6.51,9.203,2.693,20.951,82.296,97.285,350.749,332.426,2.177
946.829,6.679,9.357,2.678,20.99,82.523,94.3,350.743,331.089,2.205
946.879,6.411,8.847,2.436,21.03,82.816,93.242,339.957,330.021,2.233
946.929,6.188,8.28,2.092,21.123,83.5,93.242,339.957,329.701,2.263
946.979,6.013,7.437,1.424,21.276,84.997,94.493,320.733,329.06,2.289
947.029,5.134,6.098,0.964,21.434,86.656,95.839,320.727,329.594,2.311
947.079,4.379,5.222,0.843,21.527,88.057,97.766,320.94,333.388,2.322
947.129,4.267,4.993,0.726,21.533,89.066,101.133,320.941,335.203,2.331
947.179,4.098,4.624,0.526,21.505,89.717,103.634,324.252,337.073,2.334
947.229,3.908,4.448,0.54,21.491,90.173,106.424,324.252,337.713,2.337
947.279,3.827,4.697,0.87,21.493,90.368,106.906,325.747,336.272,2.335
947.329,3.711,4.489,0.778,21.504,90.466,108.639,325.749,335.042,2.339
947.379,3.691,3.972,0.281,21.511,90.596,110.659,328.419,332.371,2.333
947.429,3.619,3.869,0.25,21.507,90.661,112.295,328.419,330.395,2.328
947.479,3.195,3.98,0.785,21.5,90.824,113.064,329.594,325.91,2.318
947.529,3.12,4.091,0.971,21.491,90.856,111.814,329.594,324.039,2.31
947.579,3.462,4.297,0.835,21.478,90.009,107.772,338.248,319.924,2.301
947.629,3.563,4.447,0.884,21.439,88.382,106.81,338.247,317.734,2.302
947.679,3.733,4.806,1.073,21.355,86.495,104.789,332.586,311.485,2.31
947.729,4.671,5.927,1.256,21.275,84.444,101.326,332.585,307.373,2.323
947.779,6.222,7.74,1.518,21.276,82.524,99.017,279.624,298.883,2.34
947.829,6.947,8.89,1.943,21.385,81.286,96.321,279.588,294.658,2.356
947.879,6.724,8.839,2.115,21.52,80.57,95.455,266.239,295.514,2.366
947.929,6.978,9.202,2.224,21.562,79.822,94.301,266.239,300.32,2.361
947.979,8.021,9.955,1.934,21.503,79.236,93.916,282.046,302.403,2.348
948.029,8.933,10.067,1.134,21.424,79.138,94.589,282.051,303.044,2.328
948.079,8.563,9.512,0.949,21.396,79.008,95.745,308.868,304.435,2.299
948.129,7.077,8.397,1.32,21.414,78.487,96.995,308.869,306.571,2.276
948.179,5.887,7.501,1.614,21.408,77.836,97.861,317.628,309.989,2.247
948.229,5.52,7.28,1.76,21.321,77.022,98.727,317.628,309.829,2.223
948.279,5.754,7.618,1.864,21.166,76.046,98.631,321.045,309.936,2.207
948.329,6.204,8.279,2.075,21.022,75.264,97.668,321.044,310.685,2.199
948.379,6.288,8.604,2.316,20.971,74.743,96.898,314.85,312.607,2.198
948.429,6.065,8.301,2.236,21.041,74.255,95.359,314.85,313.622,2.192
948.479,5.719,7.759,2.04,21.124,73.8,95.167,320.084,316.719,2.171
948.529,5.532,7.68,2.148,21.088,73.442,94.205,320.085,319.496,2.14
948.579,6.134,8.462,2.328,20.943,72.986,93.242,333.44,323.452,2.083
948.629,6.899,9.54,2.641,20.819,72.432,92.376,333.44,325.267,2.075
948.679,7.297,10.183,2.886,20.787,71.977,91.799,331.304,325.961,2.08
948.729,7.614,10.625,3.011,20.811,71.358,92.568,331.303,326.976,2.088
948.779,7.7,11.115,3.415,20.833,70.708,92.376,337.39,328.471,2.082
948.829,7.867,11.621,3.754,20.834,70.382,91.124,337.395,329.97,2.068
948.879,8.397,12.088,3.691,20.835,70.024,89.393,341.453,334.616,2.045
948.929,8.855,12.273,3.418,20.848,69.601,86.507,341.453,337.072,2.028
948.979,8.874,12.103,3.229,20.852,69.373,84.102,339.424,340.597,2.021
949.029,8.681,11.956,3.275,20.825,69.21,82.562,339.423,341.88,2.025
949.079,8.586,11.992,3.406,20.787,68.917,80.636,331.838,341.399,2.037
949.129,8.503,11.898,3.395,20.774,68.591,79.482,331.837,340.064,2.045
949.179,8.055,12.018,3.963,20.801,68.266,78.039,329.06,337.767,2.047
949.229,8.07,12.048,3.978,20.803,67.94,77.75,329.06,336.699,2.037
949.279,8.351,12.17,3.819,20.801,67.745,77.846,332.69,336.592,2.035
949.329,8.476,12.323,3.847,20.811,67.582,79.002,332.697,336.859,2.034
949.379,8.423,11.983,3.56,20.831,67.42,80.733,342.949,337.179,2.049
949.429,8.423,11.847,3.424,20.837,67.322,81.888,342.949,336.432,2.071
949.479,8.349,11.849,3.5,20.814,67.387,82.369,336.327,334.723,2.1
949.529,8.122,11.574,3.452,20.776,67.582,82.753,336.325,329.65,2.136
949.579,8.34,11.796,3.456,20.763,67.81,83.524,333.761,320.938,2.171
949.629,8.949,12.164,3.215,20.805,68.038,84.679,333.76,316.131,2.201
949.679,8.672,11.464,2.792,20.882,68.201,87.084,330.235,308.654,2.242
949.729,7.273,9.903,2.63,20.966,68.429,89.296,330.235,306.518,2.292
949.779,6.579,10.06,3.481,21.088,68.787,90.547,296.493,302.139,2.332
949.829,7.84,11.863,4.023,21.257,69.145,91.606,296.45,296.575,2.359
949.879,9.903,13.1,3.197,21.4,69.535,91.991,238.996,281.036,2.365
949.929,10.985,13.752,2.767,21.424,69.731,93.338,238.996,276.603,2.36
949.979,10.487,12.963,2.476,21.312,69.666,93.531,242.413,276.389,2.348
950.029,8.871,10.972,2.101,21.126,69.633,93.146,242.415,276.656,2.334
950.079,7.219,9.466,2.247,20.935,69.372,91.413,303.846,272.221,2.317
950.129,7.223,9.554,2.331,20.817,68.787,89.874,303.843,268.214,2.314
950.179,8.68,11.015,2.335,20.849,68.103,88.431,284.189,259.83,2.324
950.229,9.395,12.127,2.732,20.999,67.452,87.18,284.188,252.833,2.345
950.279,9.108,12.446,3.338,21.117,66.997,87.084,259.843,251.283,2.37
950.329,8.405,12.571,4.166,21.128,66.638,85.254,259.824,252.566,2.394
950.379,7.868,12.759,4.891,21.112,66.15,82.561,247.756,256.196,2.409
950.429,8.511,13.368,4.857,21.142,65.825,79.867,247.756,253.9,2.392
950.479,9.327,14.113,4.786,21.18,65.662,77.943,205.355,254.22,2.356
950.529,9.195,14.173,4.978,21.147,65.336,76.692,205.342,259.452,2.291
950.579,8.788,13.92,5.132,21.041,65.043,76.018,253.953,273.72,2.224
950.629,8.582,13.537,4.955,20.913,64.815,76.595,253.964,279.221,2.158
950.679,8.332,12.759,4.427,20.811,64.685,77.846,316.555,287.286,2.116
950.729,7.929,11.868,3.939,20.752,64.555,78.135,316.56,289.529,2.096
950.779,7.595,11.157,3.562,20.697,64.197,79.385,337.915,292.253,2.099
950.829,7.453,11.088,3.635,20.623,63.871,80.926,337.941,294.821,2.104
950.879,7.423,11.544,4.121,20.571,63.513,83.042,370.192,300.589,2.106
950.929,7.511,11.983,4.472,20.579,63.025,84.004,370.192,311.057,2.105
950.979,8.108,12.54,4.432,20.631,62.895,83.716,354.065,315.864,2.097
951.029,8.865,13.117,4.252,20.678,62.862,84.101,354.06,330.334,2.092
951.079,8.87,13.252,4.382,20.68,62.407,84.101,330.128,347.758,2.077
951.129,8.522,13.074,4.552,20.64,62.049,83.716,330.129,351.389,2.073
951.179,8.459,13.096,4.637,20.591,61.951,82.754,331.838,349.306,2.067
951.229,8.583,13.211,4.628,20.575,61.626,81.022,331.838,346.208,2.06
951.279,8.892,13.246,4.354,20.598,61.3,79.387,328.1,341.189,2.056
951.329,9.187,13.393,4.206,20.64,61.202,78.231,328.099,342.311,2.048
951.379,9.111,13.398,4.287,20.666,61.17,78.231,330.983,349.52,2.042
951.429,8.877,13.196,4.319,20.672,61.202,79.674,330.983,352.083,2.035
951.479,8.806,13.098,4.292,20.684,61.17,82.56,339.1,351.549,2.035
951.529,8.83,13.115,4.285,20.71,61.007,84.773,339.103,350.161,2.035
951.579,8.821,13.089,4.268,20.737,60.844,86.603,337.607,351.87,2.047
951.629,8.786,13.123,4.337,20.751,60.877,88.239,337.605,353.151,2.065
951.679,8.841,13.267,4.426,20.752,61.007,90.548,326.603,350.748,2.092
951.729,8.984,13.402,4.418,20.752,61.04,92.183,326.603,345.995,2.102
